statut_pdc;arrondissement;nom_station;nbre_pdc;date_mise_en_service;coordonneesxy
En service;15e Arrondissement;Paris | Rue de l'Arrivée 16;6;2021-09-01T07:48:30+00:00;48.8432, 2.3217
En service;15e Arrondissement;Paris | Rue de l'Arrivée 16;6;2021-09-01T07:48:38+00:00;48.8432, 2.3217
En service;15e Arrondissement;Paris |  Avenue Émile Zola 143;6;2021-09-07T10:12:39+00:00;48.8472, 2.2953
En service;18e Arrondissement;Paris | Rue Jean-François Lépine 1;7;2021-08-17T09:31:53+00:00;48.8861, 2.3591
En service;19e Arrondissement;Paris |  Rue Botzaris 50;7;2021-08-26T13:53:58+00:00;48.8792, 2.3839
En service;15e Arrondissement;Paris | Rue de Dantzig 80;7;2021-09-01T07:53:35+00:00;48.8304, 2.295999
En service;15e Arrondissement;Paris | Rue de Dantzig 80;7;2021-09-01T07:53:20+00:00;48.8304, 2.295999
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 2;6;2021-08-26T16:27:52+00:00;48.83951, 2.3301675
En service;14e Arrondissement;Paris | Rue Didot 41;4;2021-09-01T07:57:31+00:00;48.831856, 2.3202972
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:32+00:00;48.82315, 2.3753989
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:29+00:00;48.82315, 2.3753989
En service;10e Arrondissement;Paris | Rue de Metz 6;4;2021-08-17T09:49:14+00:00;48.87081, 2.354076
En service;10e Arrondissement;Paris | Rue Beaurepaire 31;6;2021-08-17T09:41:41+00:00;48.87119, 2.364206
En service;10e Arrondissement;Paris | Rue Beaurepaire 31;6;2021-08-17T09:41:39+00:00;48.87119, 2.364206
En service;08e Arrondissement;Paris | Rue François 1er 38;6;2021-09-21T13:14:19+00:00;48.86821, 2.3046348
En service;07e Arrondissement;Paris | Avenue Duquesne 26;6;2021-08-17T10:08:42+00:00;48.851128, 2.3106372
En service;Paris centre;Paris | Quai de Béthune 36;5;2021-08-11T10:18:35+00:00;48.851254, 2.3564553
En service;Paris centre;Paris | Rue Dalayrac 19;5;2021-08-17T09:51:19+00:00;48.86818, 2.335097
En service;20e Arrondissement;Paris | Rue Monte Cristo 24;6;2021-07-21T16:04:28+00:00;48.855225, 2.3984911
En service;20e Arrondissement;Paris | Rue de Bagnolet 142;6;2021-07-21T16:00:44+00:00;48.86143, 2.4056437
En service;19e Arrondissement;Paris | Rue Jacques Duchesne 1;6;2021-07-13T13:11:06+00:00;48.898933, 2.3740363
En service;08e Arrondissement;Paris | Boulevard des Batignolles 9;4;2021-07-13T12:08:48+00:00;48.883015, 2.325922
En service;18e Arrondissement;Paris | Rue Henri Huchard 48;6;2021-07-13T12:28:25+00:00;48.89919, 2.330375
En service;18e Arrondissement;Paris | Rue Henri Huchard 48;6;2021-07-13T12:27:55+00:00;48.89919, 2.330375
En service;16e Arrondissement;Paris | Avenue d'Iéna  63;6;2021-07-07T08:22:26+00:00;48.87133, 2.295196
En service;16e Arrondissement;Paris | Avenue d'Iéna  63;6;2021-07-07T08:21:27+00:00;48.87133, 2.295196
En service;15e Arrondissement;Paris | Rue Cotentin 29;7;2022-01-21T14:33:51+00:00;48.838547, 2.312675
En service;15e Arrondissement;Paris | Rue Cotentin 29;7;2022-01-21T14:32:39+00:00;48.838547, 2.312675
En service;16e Arrondissement;Paris | Avenue Raphaël 20;6;2021-07-12T13:39:26+00:00;48.85926, 2.267881
En service;13e Arrondissement;Paris | Boulevard Arago 52;5;2021-06-17T14:45:37+00:00;48.835163, 2.3446052
En service;17e Arrondissement;Paris | Place du Général Koënig 12;6;2021-06-24T14:05:46+00:00;48.88112, 2.284095
En service;20e Arrondissement;Paris | Boulevard de Charonne 158;6;2021-06-23T17:09:59+00:00;48.856915, 2.3941433
En service;14e Arrondissement;Paris | Rue Broussais  32;6;2021-06-17T14:37:24+00:00;48.82844, 2.336613
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:33:50+00:00;48.83186, 2.372548
En service;06e Arrondissement;Paris | Rue de Bérite 3;5;2021-07-09T06:31:31+00:00;48.847874, 2.3239782
En service;11e Arrondissement;Paris | Avenue de Taillebourg 2;6;2021-06-24T16:02:41+00:00;48.84948, 2.397761
En service;11e Arrondissement;Paris | Rue du Commandant Lamy 2;4;2021-06-23T13:44:21+00:00;48.85579, 2.374203
En service;20e Arrondissement;Paris | bis Rue du Capitaine Ferber 5;6;2022-01-27T15:32:58+00:00;48.86536, 2.405207
En service;05e Arrondissement;Paris | bis Rue Valette 2;7;2021-06-30T13:19:12+00:00;48.848, 2.3469365
En service;11e Arrondissement;Paris | Rue de la Roquette  162;7;2021-07-08T12:35:20+00:00;48.858604, 2.384125
En service;15e Arrondissement;Paris | Rue du Colonel Pierre Avia 1;7;2021-07-22T15:11:13+00:00;48.8326, 2.2788854
En service;08e Arrondissement;Paris | Rue du Chateaubriand 19;6;2021-06-03T16:12:17+00:00;48.873478, 2.3008885
En service;07e Arrondissement;Paris | Rue Duroc  2;7;2021-06-30T08:47:36+00:00;48.84828, 2.315725
En service;05e Arrondissement;Paris | Quai de la Tournelle 21;4;2021-05-21T17:44:48+00:00;48.850033, 2.354431
En service;20e Arrondissement;Paris | Rue de la Plaine 25;6;2021-05-19T16:06:30+00:00;48.85006, 2.4019644
En service;Paris centre;Paris | Rue d'Alexandrie 7;4;2021-05-19T14:10:12+00:00;48.868008, 2.3508835
En service;19e Arrondissement;Paris | Rue de Crimée 14;3;2021-03-15T14:42:21+00:00;48.8778, 2.39182
En service;17e Arrondissement;Paris | Boulevard de Courcelles 12;3;2021-04-07T12:19:55+00:00;48.88117, 2.313751
En service;16e Arrondissement;Paris | Avenue Marcel Doret 4;3;2021-03-15T14:42:13+00:00;48.837055, 2.259932
En service;16e Arrondissement;Paris | Avenue de la Grande Armée 77;3;2021-03-15T00:00:00+00:00;48.876163, 2.286403
En service;14e Arrondissement;Paris | Rue Didot 47;3;2021-03-15T14:42:05+00:00;48.831448, 2.320052
En service;14e Arrondissement;Paris | Avenue du Maine 173;3;2021-03-15T14:42:04+00:00;48.83086, 2.325895
En service;13e Arrondissement;Paris | Rue de Tolbiac 234;3;2021-03-15T14:42:03+00:00;48.826504, 2.343366
En service;08e Arrondissement;Paris | Rue Louis Murat 2;3;2021-03-15T14:41:55+00:00;48.875854, 2.309542
En service;07e Arrondissement;Paris | Rue du Bac 35;3;2021-03-15T14:41:53+00:00;48.857124, 2.327753
En service;06e Arrondissement;Paris | Rue de Medicis 11;3;2021-04-14T10:14:17+00:00;48.84824, 2.339865
En service;06e Arrondissement;Paris | Rue Danton 7;3;2021-03-15T14:41:51+00:00;48.85246, 2.341483
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:23:41+00:00;48.846973, 2.2558389
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-07-29T07:24:29+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T07:03:38+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-08-08T11:34:37+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-07-29T07:23:20+00:00;48.856796, 2.3538697
En service;11e Arrondissement;Paris | avenue de la République 105;5;2023-03-29T10:26:35+00:00;48.86322, 2.3862243
En service;20e Arrondissement;Paris | rue Frédérick Lemaître 5;6;2023-10-30T14:47:44+00:00;48.873646, 2.3911798
En service;20e Arrondissement;Paris | Rue des Pyrénées 356;6;2021-11-16T16:34:51+00:00;48.87387, 2.3864658
En service;19e Arrondissement;Paris | Avenue de la Porte d'Aubervilliers 10;6;2021-11-23T16:20:35+00:00;48.899334, 2.371162
En service;19e Arrondissement;Paris | Rue Manin 159;6;2021-11-03T09:14:44+00:00;48.886097, 2.3936
En service;18e Arrondissement;Paris | Rue Sofia 16;6;2021-12-01T10:22:00+00:00;48.885006, 2.3475914
En service;18e Arrondissement;Paris | Rue Marcadet 220;7;2021-10-26T14:01:00+00:00;48.892082, 2.3331354
En service;18e Arrondissement;Paris | Rue Marcadet 220;7;2021-10-26T13:59:48+00:00;48.892082, 2.3331354
En service;17e Arrondissement;Paris | boulevard Pereire 170;6;2021-11-23T16:26:18+00:00;48.882423, 2.2922037
En service;16e Arrondissement;Paris | Rue de la Pompe 137;7;2021-11-03T09:00:28+00:00;48.867313, 2.280347
En service;17e Arrondissement;Paris | Rue Navier 47;6;2021-11-23T16:23:12+00:00;48.895756, 2.3242009
En service;16e Arrondissement;Paris | Avenue Victor Hugo 18;6;2021-11-09T10:51:13+00:00;48.87244, 2.2915578
En service;16e Arrondissement;Paris | Avenue Raymond Poincaré 51;6;2021-11-09T10:54:40+00:00;48.86697, 2.2858796
En service;15e Arrondissement;Paris | Rue Sébastien Mercier 44;6;2021-11-03T09:05:50+00:00;48.84391, 2.279693
En service;14e Arrondissement;Paris | Boulevard Jourdan 26;7;2021-10-19T15:17:21+00:00;48.82076, 2.3370783
En service;14e Arrondissement;Paris | Avenue de la Porte de Montrouge 8;6;2021-10-26T13:59:54+00:00;48.82306, 2.322823
En service;14e Arrondissement;Paris | Rue Henri Barbusse 66;6;2022-06-30T08:19:47+00:00;48.83912, 2.337229
En service;13e Arrondissement;Paris | Rue de Tolbiac 41;6;2021-12-08T09:14:52+00:00;48.827972, 2.372195
En service;11e Arrondissement;Paris | Boulevard Richard Lenoir 110;6;2021-11-23T16:29:17+00:00;48.864063, 2.3713984
En service;12e Arrondissement;Paris | Rue Claude Decaen 26;7;2021-10-12T15:22:37+00:00;48.83519, 2.4002905
En service;12e Arrondissement;Paris | Rue des Pirogues de Bercy 44;7;2021-10-12T15:30:47+00:00;48.833412, 2.388111
En service;11e Arrondissement;Paris | Rue Roubo 1;5;2021-11-23T16:32:31+00:00;48.849968, 2.387246
En service;08e Arrondissement;Paris | Rue de Courcelles 40;6;2021-10-26T14:18:20+00:00;48.876186, 2.3082976
En service;08e Arrondissement;Paris | Rue de Courcelles 40;6;2021-10-26T14:17:26+00:00;48.876186, 2.3082976
En service;07e Arrondissement;Paris | Rue de Grenelle  152;6;2021-10-29T08:53:23+00:00;48.85806, 2.310588
En service;07e Arrondissement;Paris | place du Président Mithouard 6;6;2021-10-19T15:49:39+00:00;48.851284, 2.312916
En service;07e Arrondissement;Paris | place du Président Mithouard 6;6;2021-10-19T15:48:54+00:00;48.851284, 2.312916
En service;05e Arrondissement;Paris | Rue Monge 112;5;2021-09-29T10:11:29+00:00;48.839275, 2.3507414
En service;06e Arrondissement;Paris | Rue Michelet 6;7;2021-10-26T13:51:51+00:00;48.842564, 2.3363895
En service;Paris centre;Paris | Rue Neuve Saint-Pierre 2;5;2021-10-12T15:48:20+00:00;48.853573, 2.363958
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:20+00:00;48.8809, 2.3099
En service;16e Arrondissement;Paris | Avenue Henri Martin 70;6;2021-09-07T10:26:24+00:00;48.8646, 2.2754
En service;18e Arrondissement;Paris | Rue Navier 1;5;2021-09-07T09:42:06+00:00;48.8955, 2.3283
En service;20e Arrondissement;Paris | Rue des Couronnes 2;5;2021-09-14T15:45:18+00:00;48.8692, 2.3809
En service;20e Arrondissement;Paris | Rue des Couronnes 2;5;2021-09-14T15:45:15+00:00;48.8692, 2.3809
En service;15e Arrondissement;Paris | Rue Balard 108;6;2021-09-07T10:15:54+00:00;48.8373, 2.2787
En service;15e Arrondissement;Paris | Rue Balard 108;6;2021-09-07T10:15:47+00:00;48.8373, 2.2787
En service;16e Arrondissement;Paris |  Avenue de Malakoff 115;6;2021-09-14T00:00:00+00:00;48.8735, 2.2843
En service;16e Arrondissement;Paris |  Avenue de Malakoff 115;6;2021-09-14T00:00:00+00:00;48.8735, 2.2843
En service;15e Arrondissement;Paris | Rue Houdart de Lamotte 2;6;2021-08-11T11:02:28+00:00;48.8407, 2.2876
En service;15e Arrondissement;Paris | Rue Houdart de Lamotte 2;6;2021-08-11T11:02:11+00:00;48.8407, 2.2876
En service;13e Arrondissement;Paris | Rue des Frigos 24;6;2021-09-29T10:03:47+00:00;48.83171, 2.379246
En service;13e Arrondissement;Paris | Rue Gouthière 12;6;2021-09-29T10:09:07+00:00;48.820423, 2.3512075
En service;14e Arrondissement;Paris | Rue Didot 41;4;2021-09-01T07:57:41+00:00;48.831856, 2.3202972
En service;14e Arrondissement;Paris | Rue Boulard 1;6;2021-08-26T16:30:27+00:00;48.834854, 2.3297832
En service;14e Arrondissement;Paris | Rue Castagnou 10;7;2021-09-06T15:35:05+00:00;48.83273, 2.32608
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:21+00:00;48.82315, 2.3753989
En service;11e Arrondissement;Paris | Avenue de la République 5;6;2021-10-12T15:27:18+00:00;48.86661, 2.36784
En service;11e Arrondissement;Paris | Bis Avenue Parmentier 125;6;2021-08-26T10:19:53+00:00;48.86908, 2.371679
En service;12e Arrondissement;Paris | Avenue Ledru Rollin 20;6;2023-07-12T13:50:58+00:00;48.84652, 2.3692153
En service;10e Arrondissement;Paris | Rue de Metz 6;4;2021-08-17T09:49:06+00:00;48.87081, 2.354076
En service;09e Arrondissement;Paris | Rue du conservatoire 13;6;2021-08-17T09:55:10+00:00;48.87359, 2.3466527
En service;09e Arrondissement;Paris | Rue du conservatoire 13;6;2021-08-17T09:55:07+00:00;48.87359, 2.3466527
En service;06e Arrondissement;Paris | Rue de Fleurus 2;6;2021-08-26T16:25:05+00:00;48.847107, 2.332121
En service;07e Arrondissement;Paris | Rue Ernest Psichari 13;6;2021-08-17T10:11:46+00:00;48.85617, 2.308076
En service;07e Arrondissement;Paris | Rue Ernest Psichari 13;6;2021-08-17T10:11:44+00:00;48.85617, 2.308076
En service;07e Arrondissement;Paris | Avenue Duquesne 26;6;2021-08-17T10:08:53+00:00;48.851128, 2.3106372
En service;09e Arrondissement;Paris | Rue de la Chaussée d'Antin 5;5;2021-08-26T00:00:00+00:00;48.871643, 2.3338861
En service;08e Arrondissement;Paris | Rue la Boétie 37;6;2021-09-14T14:21:40+00:00;48.8737, 2.314663
En service;08e Arrondissement;Paris | Rue Francois 1er 7;7;2021-08-19T00:00:00+00:00;48.865772, 2.308419
En service;07e Arrondissement;Paris | Avenue de la Bourdonnais 45;6;2021-09-01T07:34:20+00:00;48.85807, 2.299582
En service;Paris centre;Paris | Rue Etienne Marcel  36;5;2021-08-11T10:20:44+00:00;48.86502, 2.344388
En service;Paris centre;Paris | Rue des Croix des Petits Champs 4;4;2021-09-21T13:32:09+00:00;48.862465, 2.3393006
En service;20e Arrondissement;Paris | Rue de Bagnolet 142;6;2021-07-21T16:00:26+00:00;48.86143, 2.4056437
En service;18e Arrondissement;Paris | Rue Caulaincourt 17;4;2021-07-29T12:33:58+00:00;48.887253, 2.3330069
En service;08e Arrondissement;Paris | Boulevard des Batignolles 9;4;2021-07-13T12:08:36+00:00;48.883015, 2.325922
En service;16e Arrondissement;Paris | Avenue Théophile Gauthier 14;6;2021-07-22T15:29:00+00:00;48.850754, 2.2739246
En service;20e Arrondissement;Paris | Rue Julien Lacroix 39;6;2021-07-07T09:11:18+00:00;48.86986, 2.38494
En service;16e Arrondissement;Paris | Avenue d'Iéna  63;6;2021-07-07T08:22:14+00:00;48.87133, 2.295196
En service;15e Arrondissement;Paris | Rue de la Convention 171;5;2021-07-09T06:44:08+00:00;48.838314, 2.2943442
En service;15e Arrondissement;Paris | Rue Paul Barruel 44;6;2021-07-13T14:00:23+00:00;48.837364, 2.3059905
En service;16e Arrondissement;Paris | Rue des Eaux  2;5;2021-11-09T11:00:34+00:00;48.85666, 2.2856026
En service;18e Arrondissement;Paris | Rue Fernand Labori  1;7;2021-07-13T12:42:20+00:00;48.898304, 2.3423252
En service;17e Arrondissement;Paris | Place Charles Fillion  22;6;2021-07-07T08:16:35+00:00;48.888447, 2.3160603
En service;15e Arrondissement;Paris | Rue Gerbert 11;5;2021-07-01T07:48:13+00:00;48.839577, 2.2986453
En service;07e Arrondissement;Paris | Rue de Bellechasse 5;5;2021-07-07T08:26:51+00:00;48.85988, 2.3245049
En service;20e Arrondissement;Paris | Boulevard de Charonne 158;6;2021-06-23T17:11:13+00:00;48.856915, 2.3941433
En service;20e Arrondissement;Paris | Boulevard de Charonne 158;6;2021-06-23T17:10:16+00:00;48.856915, 2.3941433
En service;06e Arrondissement;Paris | Rue de Bérite 3;5;2021-07-09T06:31:11+00:00;48.847874, 2.3239782
En service;11e Arrondissement;Paris | Rue Saint-Maur 36;4;2021-06-18T13:18:20+00:00;48.861534, 2.3809278
En service;Paris centre;Paris | Rue Bertin Poirée 14;6;2021-07-07T08:49:47+00:00;48.85881, 2.3449502
En service;11e Arrondissement;Paris | Avenue Ledru Rollin 155;7;2021-06-30T14:56:56+00:00;48.855328, 2.378338
En service;12e Arrondissement;Paris | Avenue du Docteur Arnold Netter 10;5;2021-06-10T14:16:09+00:00;48.841637, 2.4049802
En service;09e Arrondissement;Paris | Rue d'Aumale  28;4;2021-06-10T10:14:38+00:00;48.878643, 2.3347774
En service;09e Arrondissement;Paris | Rue de Chateaudun  21;3;2021-06-10T09:09:33+00:00;48.87592, 2.3382897
En service;05e Arrondissement;Paris | Rue Monge  99;5;2021-06-04T14:40:07+00:00;48.84116, 2.352454
En service;Paris centre;Paris | Boulevard Bourdon 9;6;2021-05-28T15:52:59+00:00;48.848423, 2.366004
En service;Paris centre;Paris | Quai aux Fleurs 23;4;2021-06-23T09:01:43+00:00;48.854847, 2.3505278
En service;Paris centre;Paris | Rue Saint-Martin 204;4;2021-05-12T10:02:23+00:00;48.86334, 2.3526978
En service;Paris centre;Paris | Rue Notre-Dame des Victoires 21;4;2021-05-12T10:00:05+00:00;48.869698, 2.3423247
En service;19e Arrondissement;Paris | Rue Adolphe Mille 9;3;2021-03-15T14:42:21+00:00;48.88842, 2.388149
En service;17e Arrondissement;Paris | Avenue Gourgaud 4;3;2021-05-05T08:06:37+00:00;48.88569, 2.297463
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 9;3;2021-03-15T14:42:05+00:00;48.841198, 2.323891
En service;13e Arrondissement;Paris | Rue de Tolbiac 145;3;2021-03-15T14:42:02+00:00;48.82604, 2.358146
En service;13e Arrondissement;Paris | Avenue Claude Régaud 3;3;2021-10-26T13:15:16+00:00;48.822433, 2.372971
En service;Paris centre;Paris | Boulevard du Temple 27;3;2021-03-15T14:41:57+00:00;48.865097, 2.36554
En service;06e Arrondissement;Paris | Rue de Sevres 20;3;2021-03-15T14:41:52+00:00;48.851025, 2.326367
En service;Paris centre;Paris | Rue Étienne Marcel 44;3;2021-03-15T14:41:49+00:00;48.86531, 2.343436
En service;15e Arrondissement;Paris | Rue de la Convention  75;4;2021-07-01T07:51:17+00:00;48.842567, 2.2848904
En service;15e Arrondissement;Paris | Avenue Félix Faure 109;4;2021-07-01T07:53:49+00:00;48.83892, 2.282485
En service;15e Arrondissement;Paris | Rue Vasco de Gama  74;4;2021-07-22T15:06:34+00:00;48.835426, 2.2851648
En service;15e Arrondissement;Paris | Rue de la Croix Nivert 192;5;2021-07-13T14:13:33+00:00;48.838886, 2.2892983
En service;14e Arrondissement;Paris | Boulevard de Port-Royal 97;6;2021-06-30T14:41:48+00:00;48.838314, 2.3408663
En service;10e Arrondissement;Paris | Avenue Richerand 11;7;2021-07-07T09:04:20+00:00;48.87237, 2.366288
En service;12e Arrondissement;Paris | Avenue de Saint-Mandé 94;6;2021-07-27T13:05:13+00:00;48.8444, 2.407044
En service;13e Arrondissement;Paris | Boulevard Arago 52;5;2021-06-17T14:46:02+00:00;48.835163, 2.3446052
En service;13e Arrondissement;Paris | Boulevard Arago 52;5;2021-06-17T14:46:16+00:00;48.835163, 2.3446052
En service;17e Arrondissement;Paris | Place du Général Koënig 12;6;2021-06-24T14:06:28+00:00;48.88112, 2.284095
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:33:44+00:00;48.83186, 2.372548
En service;13e Arrondissement;Paris | Rue Nationale  77;5;2021-06-24T11:27:40+00:00;48.826855, 2.3665764
En service;11e Arrondissement;Paris | Avenue de Taillebourg 2;6;2021-06-24T16:02:50+00:00;48.84948, 2.397761
En service;11e Arrondissement;Paris | Avenue Philippe Auguste 126;5;2021-06-24T15:53:58+00:00;48.857796, 2.390264
En service;20e Arrondissement;Paris | bis Rue du Capitaine Ferber 5;6;2022-01-27T15:34:07+00:00;48.86536, 2.405207
En service;10e Arrondissement;Paris | Rue Sibour 2;5;2021-06-30T12:30:44+00:00;48.875076, 2.3587236
En service;11e Arrondissement;Paris | Rue de la Roquette  162;7;2021-07-08T12:35:31+00:00;48.858604, 2.384125
En service;11e Arrondissement;Paris | Rue de la Roquette  162;7;2021-07-08T12:34:28+00:00;48.858604, 2.384125
En service;11e Arrondissement;Paris | Rue de la Roquette  162;7;2021-07-08T12:34:39+00:00;48.858604, 2.384125
En service;20e Arrondissement;Paris | Rue Sorbier  14;6;2021-11-25T13:04:48+00:00;48.86732, 2.3906963
En service;15e Arrondissement;Paris | Rue Lacordaire 56;7;2021-09-14T14:12:04+00:00;48.841404, 2.28136
En service;12e Arrondissement;Paris | Rue du Charolais 2;6;2021-07-01T10:24:42+00:00;48.83919, 2.387853
En service;08e Arrondissement;Paris | Rue du Chateaubriand 19;6;2021-06-03T16:26:03+00:00;48.873478, 2.3008885
En service;07e Arrondissement;Paris | Rue Duroc  2;7;2021-06-30T08:47:22+00:00;48.84828, 2.315725
En service;07e Arrondissement;Paris | Rue Chanaleilles 1;5;2022-02-04T17:44:44+00:00;48.85304, 2.3190124
En service;Paris centre;Paris | Place de la République 17;4;2021-05-12T10:00:05+00:00;48.86745, 2.3630073
En service;Paris centre;Paris | Rue Saint-Martin 204;4;2021-05-12T10:00:05+00:00;48.86334, 2.3526978
